account,followers_count,friends_count,listed_count,created_at,favourites_count,verified,statuses_count,lang,default_profile,default_profile_image,has_extended_profile,bot
ATArchiveBot,90,3,11,Mon Jan 20 04:49:53 +0000 2014,2,FALSE,6585,en,FALSE,FALSE,FALSE,1
JohnKorosec1,6,157,0,2/11/2016 0:49,11,FALSE,0,en,TRUE,FALSE,FALSE,1
msturgeo1,4,30,0,2/17/2016 21:01,1,FALSE,3,en,FALSE,TRUE,FALSE,1
"""HorizHealthShop""",41381,42166,181,"""Sun Dec 23 17:21:30 +0000 2012""",0,FALSE,1617,"""en""",FALSE,FALSE,FALSE,1
EvoBehGe_papers,63,1,15,9/16/2014 12:06,0,FALSE,2078,en,FALSE,FALSE,FALSE,1
vipeeri,0,28,0,Wed Jul 08 12:29:18 +0000 2009,0,FALSE,0,en,FALSE,TRUE,,1
desires_exe,175,1,48,Wed Feb 18 05:04:50 +0000 2015,1,FALSE,13142,en,FALSE,FALSE,FALSE,1
qutont16,0,353,0,2/2/2016 14:58,25,FALSE,67,en,TRUE,FALSE,FALSE,1
KennethTillma13,5558,6032,16,8/23/2015 16:03,115,FALSE,1877,en,TRUE,FALSE,TRUE,1
ziallarry_lilo,500,726,10,8/10/2012 12:07,17962,FALSE,22712,en,FALSE,FALSE,TRUE,1
FelicaBdesigner,6,662,0,7/2/2016 15:08,156,FALSE,211,en,TRUE,FALSE,FALSE,1
Favstar_Bot,56836,1,690,1/25/2010 0:46,3,FALSE,6863363,en,TRUE,FALSE,FALSE,1
NYT4thDownBot,27004,21,830,Mon Oct 21 05:37:00 +0000 2013,158,FALSE,3979,en,FALSE,FALSE,FALSE,1
acrostik,352,0,47,Sat Jun 07 22:38:15 +0000 2014,0,FALSE,11068,en,TRUE,FALSE,FALSE,1
gachfocal,735,1,19,Sat Jul 05 12:22:39 +0000 2014,0,FALSE,45914,en-gb,FALSE,FALSE,FALSE,1
Yoda_Bot,43721,165,681,8/19/2010 4:08,0,FALSE,938563,en,FALSE,FALSE,FALSE,1
MuseumBot,7203,1,354,Tue May 20 01:32:24 +0000 2014,3,FALSE,3235,en,TRUE,FALSE,FALSE,1
nguyent69899248,1,29,0,3/13/2017 23:48,0,FALSE,1,vi,TRUE,TRUE,TRUE,1
wynellbrownz,7,644,1,9/19/2016 1:47,156,FALSE,214,en,TRUE,FALSE,FALSE,1
abotthat,231,2,172,Thu Sep 17 21:12:44 +0000 2015,72,FALSE,17500,en,TRUE,FALSE,FALSE,1
LSystemBot,2003,0,167,Tue Jul 22 06:13:23 +0000 2014,54,FALSE,39446,en,FALSE,FALSE,FALSE,1
botsrcool,347,4,53,Thu Apr 03 19:28:16 +0000 2014,39,FALSE,42526,en,TRUE,FALSE,FALSE,1
Marygarcia207,10,100,1,12/3/2017 19:06,0,FALSE,1,en,TRUE,FALSE,TRUE,1
hplabs,87216,15228,402,10/29/2015 1:45,768,TRUE,717,en,FALSE,FALSE,FALSE,1
cant_miss_it,59,0,13,Thu May 07 13:03:29 +0000 2015,0,FALSE,1343,en,TRUE,FALSE,FALSE,1
twinsmodel,3437,2,106,Thu Feb 05 19:26:33 +0000 2015,0,FALSE,4356,ja,TRUE,FALSE,FALSE,1
AwlTags,760,1,45,10/1/2013 10:37,31,FALSE,4193,en,TRUE,FALSE,FALSE,1
zeiseema,136,2,14,Sat May 24 15:06:29 +0000 2014,0,FALSE,5684,en,FALSE,FALSE,FALSE,1
belsfreefollow,27,326,0,Sat Feb 28 13:58:43 +0000 2015,7,FALSE,472,en,TRUE,FALSE,FALSE,1
xzavierm18,5,662,1,9/9/2016 9:37,169,FALSE,208,en,TRUE,FALSE,FALSE,1
RiyazBedrekar,5,187,0,11/3/2017 10:48,6,FALSE,1,en,TRUE,FALSE,TRUE,1
baunvez28,0,292,0,1/27/2017 1:44,31,FALSE,31,en,TRUE,FALSE,FALSE,1
ellygdesign,0,260,0,1/27/2017 9:43,17,FALSE,15,en,TRUE,FALSE,FALSE,1
BrianIsNotABot,84,14,3,10/18/2014 20:00,0,FALSE,238,en,FALSE,FALSE,FALSE,1
which_one_bot,16,1,8,Tue Jan 26 08:05:23 +0000 2016,0,FALSE,3222,en,FALSE,FALSE,TRUE,1
metal_or_magic,11,2,7,Wed May 13 03:59:18 +0000 2015,0,FALSE,5464,en,FALSE,FALSE,FALSE,1
hotter_exe,64,0,26,Wed May 13 06:08:03 +0000 2015,0,FALSE,3947,en,TRUE,FALSE,FALSE,1
JasminPCv,20,96,0,Thu Jun 09 12:16:12 +0000 2016,374,FALSE,1,en,TRUE,FALSE,,1
zujiaaz17,10,728,0,1/1/2015 18:21,133,FALSE,174,en,FALSE,FALSE,FALSE,1
mhzhai,1,3,0,5/8/2010 7:10,0,FALSE,1,en,TRUE,TRUE,FALSE,1
500dollarwords,25,95,4,Sun Nov 13 14:13:43 +0000 2016,0,FALSE,2722,en,FALSE,FALSE,FALSE,1
N_ChuiYing,0,39,0,Sun Mar 12 18:04:28 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
Rom_Adamsxx,33,2272,0,1/1/2015 14:49,287,FALSE,362,en,FALSE,FALSE,FALSE,1
FintechBot,7230,947,1019,Thu Feb 19 10:03:21 +0000 2009,162,FALSE,75122,en,FALSE,FALSE,FALSE,1
AutoCharts,1692,1,141,3/30/2014 3:16,0,FALSE,1575,en,TRUE,FALSE,FALSE,1
TCmiamey,4,704,1,7/8/2016 0:36,168,FALSE,198,en,TRUE,FALSE,FALSE,1
OrangeYoshiOne,67,242,7,Sat Jun 21 16:51:10 +0000 2014,45,FALSE,470,en,FALSE,FALSE,FALSE,1
BitcoinSpreads,1444,17,192,Sun Dec 22 17:54:17 +0000 2013,0,FALSE,54742,en,TRUE,FALSE,FALSE,1
action_inaction,40,0,18,Thu Jun 25 08:26:23 +0000 2015,0,FALSE,5052,en,FALSE,FALSE,FALSE,1
wucooagl,2,337,0,2/2/2016 17:24,21,FALSE,25,en,TRUE,FALSE,FALSE,1
VeryOldTweets,1307,1,61,Tue Nov 18 21:09:08 +0000 2014,0,FALSE,2285,en,TRUE,FALSE,FALSE,1
whistleboca,159,474,1,Sat Mar 07 17:23:01 +0000 2015,174,FALSE,562,en,TRUE,FALSE,FALSE,1
mixed_reactions,50,0,13,Tue Mar 08 17:39:38 +0000 2016,0,FALSE,1462,en,TRUE,FALSE,FALSE,1
MakeUSABotAgain,129,1,23,Mon Feb 01 20:15:17 +0000 2016,0,FALSE,2341,en,TRUE,FALSE,FALSE,1
fruitWormPapers,216,12,13,11/4/2014 19:59,0,FALSE,2535,en,FALSE,FALSE,FALSE,1
g_emiamiz,2,287,0,12/27/2016 6:44,12,FALSE,17,en,TRUE,FALSE,FALSE,1
masjones28,0,276,0,1/27/2017 13:29,16,FALSE,42,en,TRUE,FALSE,FALSE,1
sugar_zine,7,33,0,12/3/2017 11:58,0,FALSE,3,en,TRUE,FALSE,TRUE,1
asthma_papers,475,0,27,2/28/2014 19:19,0,FALSE,17299,en,TRUE,FALSE,FALSE,1
PopMa98,0,7,0,9/3/2017 2:42,3,FALSE,1,en,TRUE,FALSE,FALSE,1
monfactory_bot,8372,4,23,7/27/2016 23:05,0,FALSE,2455,en,FALSE,FALSE,FALSE,1
MarlaQ93,21,1921,1,1/1/2015 7:46,260,FALSE,322,en,FALSE,FALSE,FALSE,1
boy2bot,366,0,59,9/23/2015 22:55,0,FALSE,19686,en,TRUE,FALSE,FALSE,1
BEd_UOIT,2101,1693,241,5/21/2015 14:49,16017,FALSE,2175,en,FALSE,FALSE,FALSE,1
trutherbotpink,12090,12774,213,6/29/2015 1:14,0,FALSE,49305,en,FALSE,FALSE,FALSE,1
okcubot,10,0,8,5/12/2016 8:05,0,FALSE,289,en,FALSE,FALSE,FALSE,1
JustDiedBot,3621,250,33,Thu Feb 27 07:09:03 +0000 2014,0,FALSE,5479,en,TRUE,FALSE,FALSE,1
rrpxpqtlvrdpryO,10,164,0,Sat Jul 16 10:07:45 +0000 2016,64,FALSE,66,ar,TRUE,TRUE,FALSE,1
"""one_piece_meige""",26040,729,235,"""Thu Dec 30 15:30:29 +0000 2010""",0,FALSE,87219,"""ja""",TRUE,FALSE,FALSE,1
tiny_nutrition,8,0,9,11/6/2016 4:57,0,FALSE,764,en,FALSE,FALSE,TRUE,1
GamesMemes,62,4,26,Sat Jan 17 01:07:54 +0000 2015,19,FALSE,23134,en,FALSE,FALSE,FALSE,1
thesefutures,1802,1,124,10/29/2015 23:27,5,FALSE,5034,en,FALSE,FALSE,FALSE,1
PlantBiologyNSP,1609,0,60,3/23/2010 14:45,0,FALSE,1670,ja,TRUE,FALSE,FALSE,1
MattSwulinski,0,111,0,1/31/2017 1:05,2,FALSE,1,en,TRUE,TRUE,TRUE,1
ohxeimoo,3,0,4,Tue May 20 04:18:23 +0000 2014,0,FALSE,1208,en,TRUE,FALSE,FALSE,1
YesYoureRacist,60674,1,688,10/3/2012 0:14,1605,FALSE,12130,en,FALSE,FALSE,FALSE,1
SharenowEmord,0,44,0,Thu Feb 09 20:34:31 +0000 2017,45,FALSE,69,en,TRUE,FALSE,FALSE,1
GenerateACat,2838,6,97,Wed May 21 22:30:04 +0000 2014,0,FALSE,11889,en,TRUE,FALSE,FALSE,1
"""BTCMaster""",1811,15,262,"""Fri Apr 30 21:46:02 +0000 2010""",20,FALSE,29998,"""en""",FALSE,FALSE,FALSE,1
"""nycpokemap""",1157,0,11,"""Mon Oct 03 02:59:35 +0000 2016""",2,FALSE,54289,"""en""",TRUE,FALSE,FALSE,1
gameideamachine,4391,0,113,Wed Oct 02 14:38:14 +0000 2013,4,FALSE,8732,en-gb,TRUE,FALSE,FALSE,1
qoihaaqnd83,8,766,1,12/30/2012 3:34,142,FALSE,208,en,FALSE,FALSE,FALSE,1
LCorduleRealtor,49,277,1,3/11/2014 23:48,0,FALSE,7,en,TRUE,FALSE,FALSE,1
"""POGOSouthCoast""",1727,46,47,"""Sun Sep 18 03:00:27 +0000 2016""",193,FALSE,28918,"""en""",TRUE,FALSE,FALSE,1
maurita_super,0,25,0,Mon Jan 23 10:00:57 +0000 2017,62,FALSE,86,en,TRUE,FALSE,FALSE,1
Schnyder2885,1,41,1,Sun Oct 02 13:42:20 +0000 2016,80,FALSE,126,en,TRUE,FALSE,FALSE,1
TheSiliconHill,50196,48860,5850,4/19/2015 18:19,112382,FALSE,81267,en,TRUE,FALSE,TRUE,1
soft_focuses,314,0,50,Thu Sep 10 04:30:14 +0000 2015,0,FALSE,2978,en,FALSE,FALSE,FALSE,1
Nathan60899955,5,73,0,Mon Jan 02 21:55:21 +0000 2017,1,FALSE,0,en,TRUE,TRUE,,1
postcards_past,660,3,37,Fri Feb 19 04:35:16 +0000 2016,5,FALSE,4529,en,TRUE,FALSE,FALSE,1
zainulk87368485,0,39,0,Sun Mar 12 17:23:32 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
wordassocbot,64,0,13,Fri Jun 20 02:19:34 +0000 2014,0,FALSE,180,en,FALSE,FALSE,FALSE,1
ClickerMaker,185,1,14,Fri Jan 17 01:37:04 +0000 2014,0,FALSE,573,en,TRUE,FALSE,FALSE,1
Taz_Aadam,3,201,0,3/13/2017 23:17,1,FALSE,1,en,TRUE,FALSE,TRUE,1
DannyDevitoBot,571,6,13,Thu Nov 20 00:05:34 +0000 2014,11,FALSE,72830,en,TRUE,FALSE,FALSE,1
TaylorMichaell,0,21,0,Sun Mar 12 17:25:45 +0000 2017,0,FALSE,0,en,TRUE,TRUE,,1
mfw_sh,33,1,10,Thu Mar 31 23:41:11 +0000 2016,0,FALSE,4032,en,FALSE,FALSE,TRUE,1
loritas16,0,327,0,11/25/2016 23:58,26,FALSE,31,en,TRUE,FALSE,FALSE,1
koreygonzalezi8,11,820,0,12/31/2012 1:22,157,FALSE,587,en,FALSE,FALSE,FALSE,1
robotuaries,1087,1,40,Sun Oct 06 06:08:39 +0000 2013,0,FALSE,1947,en,TRUE,FALSE,FALSE,1
AJchica84,1,328,0,11/26/2016 0:48,27,FALSE,26,en,TRUE,FALSE,FALSE,1
Joyce_Ross86,26,1949,2,1/1/2015 7:36,300,FALSE,386,en,FALSE,FALSE,FALSE,1
"""RunnersKaskus""",29879,108,88,"""Sat Sep 08 12:51:11 +0000 2012""",1589,FALSE,50659,"""en""",FALSE,FALSE,FALSE,1
traedwardsx,1,496,0,10/27/2016 8:41,95,FALSE,108,en,TRUE,FALSE,FALSE,1
newmantras,206,2,16,Sat Jun 28 02:38:48 +0000 2014,8,FALSE,18817,de,FALSE,FALSE,FALSE,1
"""ERIKSGT""",1323,1538,18,"""Tue Sep 10 15:09:14 +0000 2013""",186,FALSE,912,"""en-gb""",FALSE,FALSE,FALSE,1
phagepapers,546,96,16,10/7/2014 11:53,12,FALSE,2639,en-gb,TRUE,FALSE,FALSE,1
"""TravelTacticsUK""",1120,1168,5,"""Tue Feb 21 21:25:49 +0000 2017""",1459,FALSE,1556,"""en""",FALSE,FALSE,FALSE,1
dscovr_epic,7812,5,263,10/21/2015 16:20,0,FALSE,4464,en,FALSE,FALSE,FALSE,1
SaveHumanities,1040,0,61,Sat Dec 07 04:12:30 +0000 2013,1,FALSE,2633,en,TRUE,FALSE,FALSE,1
BLjellox,0,256,0,1/27/2017 12:23,13,FALSE,11,en,TRUE,FALSE,FALSE,1
IrlbeckFleming,0,28,0,Thu Feb 16 05:17:30 +0000 2017,103,FALSE,145,en,TRUE,FALSE,FALSE,1
botsplain,8,0,8,Tue Aug 11 18:24:35 +0000 2015,0,FALSE,2115,de,TRUE,FALSE,FALSE,1
CandisAide,0,25,0,Tue Nov 29 21:57:38 +0000 2016,60,FALSE,69,en,TRUE,FALSE,FALSE,1
lilboysivan,60,258,0,Sat Jul 23 23:47:16 +0000 2016,93,FALSE,93,en,TRUE,FALSE,FALSE,1
everycanontroll,82,83,9,Sat Jun 07 20:02:51 +0000 2014,3,FALSE,653,en,FALSE,FALSE,FALSE,1
custom_ms,12,2,15,9/4/2014 18:33,0,FALSE,7086,en,TRUE,TRUE,FALSE,1
sweetgirl4355,62,973,0,Mon Jan 18 01:57:57 +0000 2016,10890,FALSE,1,en,TRUE,FALSE,FALSE,1
Botston,1047,1,60,Sun Jun 28 18:13:30 +0000 2015,0,FALSE,3661,en,TRUE,FALSE,FALSE,1
thematchbot,85,1,14,Fri Jun 13 21:16:03 +0000 2014,0,FALSE,24631,en-gb,FALSE,FALSE,FALSE,1
brayanh27,23,1863,1,1/2/2015 2:10,271,FALSE,374,en,FALSE,FALSE,FALSE,1
AppreciationBot,320,4,33,Tue May 20 14:07:15 +0000 2014,13,FALSE,5570,en,TRUE,FALSE,FALSE,1
"""Naruto__bot""",27264,3516,383,"""Sun Jan 10 16:06:16 +0000 2010""",5,FALSE,508835,"""ja""",FALSE,FALSE,FALSE,1
XOahoveck,16,1859,0,1/1/2015 4:34,262,FALSE,336,en,FALSE,FALSE,FALSE,1
SoniaSlunaker,2,41,0,Fri Feb 03 03:55:23 +0000 2017,68,FALSE,119,en,TRUE,FALSE,FALSE,1
thegrugq_ebooks,4547,2,138,Mon May 05 08:45:50 +0000 2014,137,FALSE,59621,en,TRUE,FALSE,TRUE,1
KellyKasula,1,38,0,Tue Jan 10 16:30:26 +0000 2017,74,FALSE,89,en,TRUE,FALSE,FALSE,1
plot_o_matic,31,0,6,Sat Nov 12 11:11:04 +0000 2016,0,FALSE,975,en,TRUE,FALSE,FALSE,1
"""IndyPokeAlertNE""",170,3,2,"""Fri Nov 18 19:29:22 +0000 2016""",0,FALSE,22899,"""en""",TRUE,FALSE,FALSE,1
everysplain,23,0,14,Tue Dec 30 00:20:04 +0000 2014,0,FALSE,2584,en,TRUE,FALSE,FALSE,1
PRAYSSURANDO,74,744,1,Fri Apr 10 21:18:22 +0000 2015,90,FALSE,14,pt,TRUE,FALSE,FALSE,1
AZRERockStar,372,2105,14,21/07/2011 16:31,1,FALSE,12,en,FALSE,FALSE,FALSE,1
everyword,71727,34,778,11/30/2007 4:51,0,FALSE,109163,en,TRUE,FALSE,FALSE,1
uncle_nintendo,36,1,10,Thu Apr 03 17:41:00 +0000 2014,0,FALSE,1025,en,TRUE,FALSE,FALSE,1
ASplant_papers,13,3,4,9/14/2014 20:15,0,FALSE,79,en,TRUE,FALSE,FALSE,1
quest_glitches,861,2,48,Sat Jul 11 17:56:10 +0000 2015,0,FALSE,6567,en,TRUE,FALSE,FALSE,1
jalpmiam,0,337,0,12/16/2016 11:16,20,FALSE,37,en,TRUE,FALSE,FALSE,1
botlang,98,2,19,Sun Jun 15 11:08:27 +0000 2014,0,FALSE,3621,en,FALSE,FALSE,FALSE,1
EldqAdamsi,8,674,0,9/8/2016 5:49,144,FALSE,176,en,TRUE,FALSE,FALSE,1
cohesin_papers,300,1,12,5/22/2014 14:12,1,FALSE,777,en,FALSE,FALSE,FALSE,1
thenewharperlee,75,48,13,Mon Jun 08 11:23:45 +0000 2015,0,FALSE,2080,en,FALSE,FALSE,FALSE,1
EffDonaldTrump,22,1,9,Wed Nov 09 22:27:45 +0000 2016,0,FALSE,3868,en,TRUE,FALSE,FALSE,1
BabellingBorges,61,0,25,Sun Oct 27 05:08:43 +0000 2013,1,FALSE,148294,en-gb,TRUE,FALSE,FALSE,1
oneiropoiesis,155,0,29,Sat Jan 04 03:40:55 +0000 2014,0,FALSE,9286,en,TRUE,FALSE,FALSE,1
dumpmon,7872,2,264,3/1/2013 21:54,2,FALSE,72176,en,TRUE,FALSE,FALSE,1
Germanwordfor,656,9,25,Wed Nov 27 22:57:34 +0000 2013,36,FALSE,3306,en,TRUE,FALSE,FALSE,1
we_didnt_start,540,2,65,10/30/2015 0:38,0,FALSE,745,en,FALSE,FALSE,FALSE,1
FEveryStartup,8,1,1,Wed Jun 03 17:03:36 +0000 2015,0,FALSE,0,en,TRUE,FALSE,FALSE,1
_smile_bot_,183,3,5,Thu Sep 18 18:38:03 +0000 2014,0,FALSE,31,en,TRUE,FALSE,FALSE,1
Nematode_papers,77,39,13,11/18/2014 12:41,4,FALSE,2828,en,TRUE,TRUE,FALSE,1
mitosis_papers,7,2,5,3/5/2014 11:03,0,FALSE,2296,en,TRUE,TRUE,FALSE,1
Deer_ebooks,1533,1714,14,Tue Oct 14 11:14:32 +0000 2014,0,FALSE,19176,en,FALSE,FALSE,FALSE,1
transcriptomes,378,4,31,1/30/2015 15:49,1,FALSE,11085,en,TRUE,FALSE,TRUE,1
evryshadeofgray,55,0,18,Fri Nov 28 14:23:25 +0000 2014,0,FALSE,10002,en-gb,FALSE,FALSE,FALSE,1
J_D_Landis,362770,355287,1895,8/7/2012 22:15,9,TRUE,3042,en,TRUE,FALSE,TRUE,1
TheChocolateMoo,32,17,2,7/10/2012 19:24,3,FALSE,173,en,TRUE,FALSE,FALSE,1
landscapesorter,7,1,7,Sat Nov 05 06:51:51 +0000 2016,0,FALSE,246,en,FALSE,FALSE,FALSE,1
paulenec22,20,1883,1,1/1/2015 17:36,302,FALSE,374,en,FALSE,FALSE,FALSE,1
3D_Genome,1104,136,29,2/25/2014 13:27,0,FALSE,483,en-gb,FALSE,FALSE,FALSE,1
botacokewith,290,1,20,Mon May 23 01:01:59 +0000 2016,0,FALSE,1196,en,TRUE,FALSE,FALSE,1
ml_applications,236,0,37,Fri Mar 20 00:02:33 +0000 2015,0,FALSE,2821,en,FALSE,FALSE,FALSE,1
goevtal,1,341,0,2/1/2016 10:33,23,FALSE,31,en,TRUE,FALSE,FALSE,1
TheHackerBOT,1854,8,2480,Thu Apr 28 20:42:03 +0000 2016,11,FALSE,127238,en,TRUE,FALSE,FALSE,1
badboy_11122,35,206,0,8/4/2016 10:43,0,FALSE,4,en,TRUE,TRUE,FALSE,1
UfklBot,6,2,2,11/12/2015 17:56,0,FALSE,6609,en,TRUE,TRUE,FALSE,1
"""PoGoSanteeCA""",388,13,9,"""Thu Feb 09 04:18:35 +0000 2017""",2,FALSE,21390,"""en""",TRUE,FALSE,FALSE,1
journeybot,18,0,7,Sat Jul 25 20:03:31 +0000 2015,0,FALSE,1262,en,FALSE,FALSE,FALSE,1
tozid16,6,635,0,8/14/2016 6:33,163,FALSE,251,en,TRUE,FALSE,FALSE,1
tennerKymberly_,0,350,0,2/4/2016 12:07,23,FALSE,35,en,TRUE,FALSE,FALSE,1
Psykokwak_fr,74,0,7,Tue Aug 26 19:12:22 +0000 2014,1,FALSE,9057,fr,TRUE,FALSE,FALSE,1
botathon,7,0,9,Tue Aug 11 18:45:12 +0000 2015,0,FALSE,2192,de,TRUE,FALSE,FALSE,1
countdown_omen,2,1,4,Sat Sep 21 23:56:41 +0000 2013,0,FALSE,63519,en,TRUE,FALSE,FALSE,1
loveastrologers,1242,4610,26,1/8/2013 19:22,0,FALSE,8743,en,TRUE,FALSE,FALSE,1
jacobletsplay,18,334,0,Fri Aug 05 04:53:59 +0000 2016,47,FALSE,42,en,TRUE,TRUE,FALSE,1
everywordisgay,60427,0,320,Thu Jun 12 12:28:30 +0000 2014,0,FALSE,68521,en,TRUE,FALSE,FALSE,1
HAL_4500,9,1,5,Sat Nov 05 20:46:16 +0000 2016,0,FALSE,95,en,FALSE,FALSE,TRUE,1
Yolowbot,1186,1774,3,Sat Nov 01 18:02:36 +0000 2014,0,FALSE,85162,fr,TRUE,FALSE,FALSE,1
vikram_ghanote,17,221,1,Thu Feb 12 06:55:36 +0000 2015,15,FALSE,444,en,TRUE,TRUE,FALSE,1
ANamariao89,3,698,0,10/3/2016 14:02,136,FALSE,178,en,TRUE,FALSE,FALSE,1
TheBotOfMormon,56,1,17,Wed Dec 18 14:56:26 +0000 2013,0,FALSE,12245,en,TRUE,FALSE,FALSE,1
NotXbut,67,0,19,7/22/2014 3:42,0,FALSE,120232,en,TRUE,FALSE,FALSE,1
cleoraobnowx,1,509,0,10/23/2016 16:10,75,FALSE,104,en,TRUE,FALSE,FALSE,1
received_wisdom,142,1,20,Thu Sep 18 18:32:38 +0000 2014,0,FALSE,3555,en,FALSE,FALSE,FALSE,1
Kelly4Trump,3508,4053,3,1/23/2017 16:44,0,FALSE,7252,es,FALSE,FALSE,TRUE,1
portmanteau_bot,2235,0,175,Thu Feb 13 21:47:39 +0000 2014,2,FALSE,23695,en,TRUE,FALSE,FALSE,1
WinnifredCouret,0,28,0,Tue Jan 24 17:08:35 +0000 2017,49,FALSE,90,en,TRUE,FALSE,FALSE,1
PYRAMID_CEO,251,131,36,Wed Jul 16 05:08:55 +0000 2014,1,FALSE,362,en,TRUE,FALSE,FALSE,1
medrobot,528,1,33,Tue May 19 07:56:56 +0000 2015,1,FALSE,14915,en,TRUE,FALSE,FALSE,1
EveryBookBot,247,12,24,Sun Aug 24 23:25:35 +0000 2014,0,FALSE,13551,en,TRUE,FALSE,FALSE,1
colsci_papers,173,0,7,2/25/2014 6:06,2,FALSE,1188,en-gb,TRUE,FALSE,FALSE,1
khalilecrazy,15,1770,7,1/1/2015 23:30,293,FALSE,444,en,FALSE,FALSE,FALSE,1
BioinfoPapers,187,0,16,6/13/2014 15:00,14,FALSE,1577,en,FALSE,FALSE,FALSE,1
PhilaMuseumBot,396,1,30,Sun Sep 14 20:18:39 +0000 2014,0,FALSE,3631,en,FALSE,FALSE,FALSE,1
JaveriyaShaikh4,0,72,0,12/3/2017 4:27,4,FALSE,2,en,TRUE,TRUE,FALSE,1
TOisiosr1989,0,259,0,1/27/2017 0:48,21,FALSE,18,en,TRUE,FALSE,FALSE,1
everycurd,50,6,12,Fri Aug 29 16:03:44 +0000 2014,2,FALSE,2001,en,TRUE,FALSE,FALSE,1
techiecorner,2352,5001,79,11/27/2016 0:58,3943,FALSE,32426,en,TRUE,FALSE,FALSE,1
swisnf,17,0,2,4/22/2016 14:11,0,FALSE,170,en,TRUE,FALSE,FALSE,1
PassportReviews,585,3479,1,1/5/2017 10:05,0,FALSE,212,en-gb,FALSE,FALSE,FALSE,1
KashubaEsposito,0,26,0,Tue Jan 31 11:23:32 +0000 2017,68,FALSE,70,en,TRUE,FALSE,FALSE,1
Iraqiboy313,9,213,0,Wed Feb 01 22:13:24 +0000 2017,2,FALSE,1,en,TRUE,FALSE,,1
VanityScience,343,1,8,Sun Dec 22 02:42:50 +0000 2013,0,FALSE,5140,en,TRUE,FALSE,FALSE,1
ILYguyss,10,1,5,Tue Mar 03 16:34:40 +0000 2015,0,FALSE,13148,en,TRUE,FALSE,FALSE,1
ribosome_papers,300,1,17,9/13/2014 14:31,0,FALSE,4092,en,TRUE,FALSE,FALSE,1
CrashBurnRepeat,7,166,0,2/23/2017 8:35,2,FALSE,15,en,TRUE,FALSE,FALSE,1
Businewss_Bot,13681,3306,15866,9/18/2014 5:31,88,FALSE,882734,it,TRUE,FALSE,FALSE,1
UshaLzz,1,333,0,2/2/2016 14:57,35,FALSE,31,en,TRUE,FALSE,FALSE,1
MiraculousPics,1026,1,74,Wed Apr 02 14:58:21 +0000 2014,0,FALSE,3456,en,TRUE,FALSE,FALSE,1
biorxiv_neursci,1075,0,24,6/29/2016 18:49,0,FALSE,703,en,TRUE,FALSE,FALSE,1
DeepdreamBot,2048,5,79,Sun Jul 05 08:13:42 +0000 2015,75,FALSE,25498,ja,TRUE,FALSE,FALSE,1
bbbbbbbbbbbaka,35,2,7,Sun Sep 04 19:27:43 +0000 2016,0,FALSE,4571,en,FALSE,FALSE,FALSE,1
Imtheotherok2,107,541,0,Sun Feb 15 19:36:46 +0000 2015,151,FALSE,650,en,FALSE,FALSE,FALSE,1
biorxiv_pubd,449,0,9,7/25/2016 19:57,0,FALSE,998,en,TRUE,FALSE,FALSE,1
BioPapers,799,1,58,4/10/2010 1:30,0,FALSE,11373,en,FALSE,FALSE,FALSE,1
AndNowImagine,516,14,109,Sun Nov 24 07:52:59 +0000 2013,133,FALSE,38073,en,TRUE,FALSE,FALSE,1
PrinceOfAllBots,576,39,10,9/6/2013 4:22,21,FALSE,52048,en,FALSE,FALSE,FALSE,1
autotweetbots,79,195,0,6/30/2016 7:20,23,FALSE,34,en,TRUE,FALSE,TRUE,1
zou_wan,0,37,0,Fri Feb 10 22:52:27 +0000 2017,39,FALSE,63,en,TRUE,FALSE,FALSE,1
LOilepind,2,465,0,10/14/2016 18:13,56,FALSE,76,en,TRUE,FALSE,FALSE,1
siexaij95,8,660,2,9/26/2016 10:37,127,FALSE,190,en,TRUE,FALSE,FALSE,1
OTRdenny,211,321,1,3/11/2017 4:48,24,FALSE,26,en,TRUE,FALSE,TRUE,1
IShotTheX,14,0,7,Fri Nov 14 21:44:31 +0000 2014,0,FALSE,2653,en,TRUE,FALSE,FALSE,1
"""SGPokemon""",2832,2,12,"""Fri Jul 22 06:39:40 +0000 2016""",34,FALSE,34306,"""en""",TRUE,FALSE,FALSE,1
merrey90,2,492,0,8/28/2016 15:09,71,FALSE,79,en,TRUE,FALSE,FALSE,1
___said,113,28,15,Mon Oct 13 00:37:32 +0000 2014,2,FALSE,3053,en,TRUE,FALSE,FALSE,1
ELialexanderey,2,236,0,12/23/2016 15:40,15,FALSE,20,en,TRUE,FALSE,FALSE,1
EveryFinnishNo,172,69,21,Wed Oct 15 07:01:27 +0000 2014,5,FALSE,1065316,en,FALSE,FALSE,FALSE,1
emilyvanderbot,150,0,18,Thu Mar 24 13:22:30 +0000 2016,6,FALSE,326,en,FALSE,FALSE,FALSE,1
chrturner22,5,485,0,10/14/2016 2:27,90,FALSE,98,en,TRUE,FALSE,FALSE,1
neuralgae,18,1,4,11/27/2015 0:13,0,FALSE,2585,en,FALSE,FALSE,FALSE,1
crossddestinies,90,0,17,Thu Oct 02 20:48:52 +0000 2014,1,FALSE,21327,en-gb,TRUE,FALSE,FALSE,1
